book_code,book_title,book_author,book_downloads,book_content,book_score
730,Oliver Twist,Charles Dickens,6424," Among other public buildings in a certain town, which for many reasons it will be prudent to refrain from mentioning, and to which I will assign no fictitious name, there is one anciently common to most towns, great or small: to wit, a workhouse; and in this workhouse was born; on a day and date which I need not trouble myself to repeat, inasmuch as it can be of no possible consequence to the reader, in this stage of the business at all events; the item of mortality whose name is prefixed to the head of this chapter. For a long time after it was ushered into this world of sorrow and trouble, by the parish surgeon, it remained a matter of considerable doubt whether the child would survive to bear any name at all; in which case it is somewhat more than probable that these memoirs would never have appeared; or, if they had, that being comprised within a couple of pages, they would have possessed the inestimable merit of being the most concise and faithful specimen of biography, extant in the literature of any age or country. Although I am not disposed to maintain that the being born in a workhouse, is in itself the most fortunate and enviable circumstance that can possibly befall a human being, I do mean to say that in this particular instance, it was the best thing for Oliver Twist that could by possibility have occurred. The fact is, that there was considerable difficulty in inducing Oliver to take upon himself the office of respiration,—a troublesome practice, but one which custom has rendered necessary to our easy existence; and for some time he lay gasping on a little flock mattress, rather unequally poised between this world and the next: the balance being decidedly in favour of the latter. Now, if, during this brief period, Oliver had been surrounded by careful grandmothers, anxious aunts, experienced nurses, and doctors of profound wisdom, he would most inevitably and indubitably have been killed in no time. There being nobody by, however, but a pauper old woman, who was rendered rather misty by an unwonted allowance of beer; and a parish surgeon who did such matters by contract; Oliver and Nature fought out the point between them. The result was, that, after a few struggles, Oliver breathed, sneezed, and proceeded to advertise to the inmates of the workhouse the fact of a new burden having been imposed upon the parish, by setting up as loud a cry as could reasonably have been expected from a male infant who had not been possessed of that very useful appendage, a voice, for a much longer space of time than three minutes and a quarter. As Oliver gave this first proof of the free and proper action of his lungs, the patchwork coverlet which was carelessly flung over the iron bedstead, rustled; the pale face of a young woman was raised feebly from the pillow; and a faint voice imperfectly articulated the words, “Let me see the child, and die.” The surgeon had been sitting with his face turned towards the fire: giving the palms of his hands a warm and a rub alternately. As the young woman spoke, he rose, and advancing to the bed’s head, said, with more kindness than might have been expected of him: “Oh, you must not talk about dying yet.” “Lor bless her dear heart, no!” interposed the nurse, hastily depositing in her pocket a green glass bottle, the contents of which she had been tasting in a corner with evident satisfaction. “Lor bless her dear heart, when she has lived as long as I have, sir, and had thirteen children of her own, and all on ’em dead except two, and them in the wurkus with me, she’ll know better than to take on in that way, bless her dear heart! Think what it is to be a mother, there’s a dear young lamb do.” Apparently this consolatory perspective of a mother’s prospects failed in producing its due effect. The patient shook her head, and stretched out her hand towards the child. The surgeon deposited it in her arms. She imprinted her cold white lips passionately on its forehead; passed her hands over her face; gazed wildly round; shuddered; fell back—and died. They chafed her breast, hands, and temples; but the blood had stopped forever. They talked of hope and comfort. They had been strangers too long.",-2.126464369055643
42884,"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",Antonio Pigafetta,6422," March 28, anchor is cast at the island of Limasaua (Mazava), where Enrique, the Malaccan slave of Magalhães, serves as interpreter. Amicable relations are speedily entered into and confirmed by the Malayan rite of blood brotherhood. The king of Limasaua, and his brother, the king of certain districts in Mindanao, prove most helpful, and are completely won over by a judicious presentation of gifts. Greatly are the natives impressed by the power of the new comers, as seen in the artillery and armor, and their astonishment is increased when Magalhães relates his course to their islands and the discovery of the strait. On leaving Borneo, a number of prisoners from the captured junks are kept, among them three women whom Carvalho ostensibly retains as presents for the queen of Spain, but in reality for himself. Happily escaping from the point on which one of the ships has become grounded, and the fear of explosion from a candle which is snuffed into a barrel of powder, the ships anchor at a point of Borneo, where for forty-two days, the men are busied in repairing, calking, and furnishing the vessels. The journey is resumed back toward Paragua, the governor of a district of that island being captured on the way; with whom, however, they enter into friendly relations. Thence the ships cruise along between Cagayan, Joló, and Mindanao, capturing a native boat from Maingdanao of the latter island, from the captive occupants of which they learn news of the Moluccas. Pushing on amid stormy weather, they anchor at the island of Sarangani, just south of Mindanao; and thence proceed in a generally southerly direction amid many islands until the Moluccas are reached, and they enter the harbor of Tidore on Friday, November 8, 1521, after twenty-seven months, less two days, since their departure from Spain. The Editors Alguni Vocabuli de qʒſti populi deL verzin. Vocabuli de li giganti pataghoni Words of the Patagonian giants Tucti queſti vocabuli ſe prenuntiano in gorgha ꝓche cuſſi li prenũtiauão Loro. Vocabuli de queſti populi gentili. Words of those heathen people Numero:",-0.787334149194442
147,Common Sense,Thomas Paine,6374," INHABITANTS AMERICA, Thomson. PHILADELPHIA Printed and sold by W. & T. Bradford, February 14, 1776. MDCCLXXVI AUTHOR P.S. The Publication of this new Edition hath been delayed, with a View of taking notice (had it been necessary) of any Attempt to refute the Doctrine of Independance: As no Answer hath yet appeared, it is now presumed that none will, the Time needful for getting such a Performance ready for the Public being considerably past. Dragonetti on virtue and rewards.” ¹ Thomas Anello, otherwise Massanello, a fisherman of Naples, who after spiriting up his countrymen in the public market place, against the oppressions of the Spaniards, to whom the place was then subject, prompted them to revolt, and in the space of a day became king.",-1.926352438360014
236,The Jungle Book,Rudyard Kipling,6360," It was seven o’clock of a very warm evening in the Seeonee hills when Father Wolf woke up from his day’s rest, scratched himself, yawned, and spread out his paws one after the other to get rid of the sleepy feeling in their tips. Mother Wolf lay with her big gray nose dropped across her four tumbling, squealing cubs, and the moon shone into the mouth of the cave where they all lived. “Augrh!” said Father Wolf. “It is time to hunt again.” He was going to spring down hill when a little shadow with a bushy tail crossed the threshold and whined: “Good luck go with you, O Chief of the Wolves. And good luck and strong white teeth go with noble children that they may never forget the hungry in this world.” It was the jackal—Tabaqui, the Dish-licker—and the wolves of India despise Tabaqui because he runs about making mischief, and telling tales, and eating rags and pieces of leather from the village rubbish-heaps. But they are afraid of him too, because Tabaqui, more than anyone else in the jungle, is apt to go mad, and then he forgets that he was ever afraid of anyone, and runs through the forest biting everything in his way. Even the tiger runs and hides when little Tabaqui goes mad, for madness is the most disgraceful thing that can overtake a wild creature. We call it hydrophobia, but they call it dewanee—the madness—and run. “Enter, then, and look,” said Father Wolf stiffly, “but there is no food here.” “For a wolf, no,” said Tabaqui, “but for so mean a person as myself a dry bone is a good feast. Who are we, the Gidur-log [the jackal people], to pick and choose?” He scuttled to the back of the cave, where he found the bone of a buck with some meat on it, and sat cracking the end merrily. “All thanks for this good meal,” he said, licking his lips. “How beautiful are the noble children! How large are their eyes! And so young too! Indeed, indeed, I might have remembered that the children of kings are men from the beginning.” Now, Tabaqui knew as well as anyone else that there is nothing so unlucky as to compliment children to their faces. It pleased him to see Mother and Father Wolf look uncomfortable. Tabaqui sat still, rejoicing in the mischief that he had made, and then he said spitefully: “Shere Khan, the Big One, has shifted his hunting grounds. He will hunt among these hills for the next moon, so he has told me.” Shere Khan was the tiger who lived near the Waingunga River, twenty miles away. “He has no right!” Father Wolf began angrily—“By the Law of the Jungle he has no right to change his quarters without due warning. He will frighten every head of game within ten miles, and I—I have to kill for two, these days.”",0.5712071036718693
3600,Essays of Michel de Montaigne — Complete,Michel de Montaigne,6266," The present publication is intended to supply a recognised deficiency in our literature—a library edition of the Essays of Montaigne. This great French writer deserves to be regarded as a classic, not only in the land of his birth, but in all countries and in all literatures. His Essays, which are at once the most celebrated and the most permanent of his productions, form a magazine out of which such minds as those of Bacon and Shakespeare did not disdain to help themselves; and, indeed, as Hallam observes, the Frenchman’s literary importance largely results from the share which his mind had in influencing other minds, coeval and subsequent. But, at the same time, estimating the value and rank of the essayist, we are not to leave out of the account the drawbacks and the circumstances of the period: the imperfect state of education, the comparative scarcity of books, and the limited opportunities of intellectual intercourse. Montaigne freely borrowed of others, and he has found men willing to borrow of him as freely. We need not wonder at the reputation which he with seeming facility achieved. He was, without being aware of it, the leader of a new school in letters and morals. His book was different from all others which were at that date in the world. It diverted the ancient currents of thought into new channels. It told its readers, with unexampled frankness, what its writer’s opinion was about men and things, and threw what must have been a strange kind of new light on many matters but darkly understood. Above all, the essayist uncased himself, and made his intellectual and physical organism public property. He took the world into his confidence on all subjects. His essays were a sort of literary anatomy, where we get a diagnosis of the writer’s mind, made by himself at different levels and under a large variety of operating influences. Of all egotists, Montaigne, if not the greatest, was the most fascinating, because, perhaps, he was the least affected and most truthful. What he did, and what he had professed to do, was to dissect his mind, and show us, as best he could, how it was made, and what relation it bore to external objects. He investigated his mental structure as a schoolboy pulls his watch to pieces, to examine the mechanism of the works; and the result, accompanied by illustrations abounding with originality and force, he delivered to his fellow-men in a book. Eloquence, rhetorical effect, poetry, were alike remote from his design. He did not write from necessity, scarcely perhaps for fame. But he desired to leave France, nay, and the world, something to be remembered by, something which should tell what kind of a man he was—what he felt, thought, suffered—and he succeeded immeasurably, I apprehend, beyond his expectations. It was reasonable enough that Montaigne should expect for his work a certain share of celebrity in Gascony, and even, as time went on, throughout France; but it is scarcely probable that he foresaw how his renown was to become world-wide; how he was to occupy an almost unique position as a man of letters and a moralist; how the Essays would be read, in all the principal languages of Europe, by millions of intelligent human beings, who never heard of Perigord or the League, and who are in doubt, if they are questioned, whether the author lived in the sixteenth or the eighteenth century. This is true fame. A man of genius belongs to no period and no country. He speaks the language of nature, which is always everywhere the same. The text of these volumes is taken from the first edition of Cotton’s version, printed in 3 vols. 8vo, 1685-6, and republished in 1693, 1700, 1711, 1738, and 1743, in the same number of volumes and the same size. In the earliest impression the errors of the press are corrected merely as far as page 240 of the first volume, and all the editions follow one another. That of 1685-6 was the only one which the translator lived to see. He died in 1687, leaving behind him an interesting and little-known collection of poems, which appeared posthumously, 8vo, 1689. It was considered imperative to correct Cotton’s translation by a careful collation with the ‘variorum’ edition of the original, Paris, 1854, 4 vols. 8vo or 12mo, and parallel passages from Florin’s earlier undertaking have occasionally been inserted at the foot of the page. A Life of the Author and all his recovered Letters, sixteen in number, have also been given; but, as regards the correspondence, it can scarcely be doubted that it is in a purely fragmentary state. To do more than furnish a sketch of the leading incidents in Montaigne’s life seemed, in the presence of Bayle St. John’s charming and able biography, an attempt as difficult as it was useless. The besetting sin of both Montaigne’s translators seems to have been a propensity for reducing his language and phraseology to the language and phraseology of the age and country to which they belonged, and, moreover, inserting paragraphs and words, not here and there only, but constantly and habitually, from an evident desire and view to elucidate or strengthen their author’s meaning. The result has generally been unfortunate; and I have, in the case of all these interpolations on Cotton’s part, felt bound, where I did not cancel them, to throw them down into the notes, not thinking it right that Montaigne should be allowed any longer to stand sponsor for what he never wrote; and reluctant, on the other hand, to suppress the intruding matter entirely, where it appeared to possess a value of its own. Nor is redundancy or paraphrase the only form of transgression in Cotton, for there are places in his author which he thought proper to omit, and it is hardly necessary to say that the restoration of all such matter to the text was considered essential to its integrity and completeness. My warmest thanks are due to my father, Mr Registrar Hazlitt, the author of the well-known and excellent edition of Montaigne published in 1842, for the important assistance which he has rendered to me in verifying and retranslating the quotations, which were in a most corrupt state, and of which Cotton’s English versions were singularly loose and inexact, and for the zeal with which he has co-operated with me in collating the English text, line for line and word for word, with the best French edition. By the favour of Mr F. W. Cosens, I have had by me, while at work on this subject, the copy of Cotgrave’s Dictionary, folio, 1650, which belonged to Cotton. It has his autograph and copious MSS. notes, nor is it too much to presume that it is the very book employed by him in his translation.",-3.7862027780753627
135,Les Misérables,Victor Hugo,6261," So long as there shall exist, by virtue of law and custom, decrees of damnation pronounced by society, artificially creating hells amid the civilization of earth, and adding the element of human fate to divine destiny; so long as the three great problems of the century—the degradation of man through pauperism, the corruption of woman through hunger, the crippling of children through lack of light—are unsolved; so long as social asphyxia is possible in any part of the world;—in other words, and with a still wider significance, so long as ignorance and poverty exist on earth, books of the nature of Les MisÃ©rables cannot fail to be of use. HAUTEVILLE HOUSE, 1862. In 1815, M. Charles-FranÃ§ois-Bienvenu Myriel was Bishop of D—— He was an old man of about seventy-five years of age; he had occupied the see of D—— since 1806. Although this detail has no connection whatever with the real substance of what we are about to relate, it will not be superfluous, if merely for the sake of exactness in all points, to mention here the various rumors and remarks which had been in circulation about him from the very moment when he arrived in the diocese. True or false, that which is said of men often occupies as important a place in their lives, and above all in their destinies, as that which they do. M. Myriel was the son of a councillor of the Parliament of Aix; hence he belonged to the nobility of the bar. It was said that his father, destining him to be the heir of his own post, had married him at a very early age, eighteen or twenty, in accordance with a custom which is rather widely prevalent in parliamentary families. In spite of this marriage, however, it was said that Charles Myriel created a great deal of talk. He was well formed, though rather short in stature, elegant, graceful, intelligent; the whole of the first portion of his life had been devoted to the world and to gallantry. The Revolution came; events succeeded each other with precipitation; the parliamentary families, decimated, pursued, hunted down, were dispersed. M. Charles Myriel emigrated to Italy at the very beginning of the Revolution. There his wife died of a malady of the chest, from which she had long suffered. He had no children. What took place next in the fate of M. Myriel? The ruin of the French society of the olden days, the fall of his own family, the tragic spectacles of ’93, which were, perhaps, even more alarming to the emigrants who viewed them from a distance, with the magnifying powers of terror,—did these cause the ideas of renunciation and solitude to germinate in him? Was he, in the midst of these distractions, these affections which absorbed his life, suddenly smitten with one of those mysterious and terrible blows which sometimes overwhelm, by striking to his heart, a man whom public catastrophes would not shake, by striking at his existence and his fortune? No one could have told: all that was known was, that when he returned from Italy he was a priest. In 1804, M. Myriel was the CurÃ© of B—— [Brignolles]. He was already advanced in years, and lived in a very retired manner. About the epoch of the coronation, some petty affair connected with his curacy—just what, is not precisely known—took him to Paris. Among other powerful persons to whom he went to solicit aid for his parishioners was M. le Cardinal Fesch. One day, when the Emperor had come to visit his uncle, the worthy CurÃ©, who was waiting in the anteroom, found himself present when His Majesty passed. Napoleon, on finding himself observed with a certain curiosity by this old man, turned round and said abruptly:— “Who is this good man who is staring at me?” “Sire,” said M. Myriel, “you are looking at a good man, and I at a great man. Each of us can profit by it.” That very evening, the Emperor asked the Cardinal the name of the CurÃ©, and some time afterwards M. Myriel was utterly astonished to learn that he had been appointed Bishop of D——",-2.8314216958536464
19942,Candide,Voltaire,6255," The Publishers will be glad to mail complete list of titles in the Modern Library. The list is representative of the Great Moderns and is one of the most important contributions to publishing that has been made for many years. Every reader of books will find titles he needs at a low price in an attractive form. Ever since 1759, when Voltaire wrote ""Candide"" in ridicule of the notion that this is the best of all possible worlds, this world has been a gayer place for readers. Voltaire wrote it in three days, and five or six generations have found that its laughter does not grow old. ""Candide"" has not aged. Yet how different the book would have looked if Voltaire had written it a hundred and fifty years later than 1759. It would have been, among other things, a book of sights and sounds. A modern writer would have tried to catch and fix in words some of those Atlantic changes which broke the Atlantic monotony of that voyage from Cadiz to Buenos Ayres. When Martin and Candide were sailing the length of the Mediterranean we should have had a contrast between naked scarped Balearic cliffs and headlands of Calabria in their mists. We should have had quarter distances, far horizons, the altering silhouettes of an Ionian island. Colored birds would have filled Paraguay with their silver or acid cries. Voltaire's men and women point his case against optimism by starting high and falling low. A modern could not go about it after this fashion. He would not plunge his people into an unfamiliar misery. He would just keep them in the misery they were born to. A modern assailant of optimism would arm himself with social pity. There is no social pity in ""Candide."" Voltaire, whose light touch on familiar institutions opens them and reveals their absurdity, likes to remind us that the slaughter and pillage and murder which Candide witnessed among the Bulgarians was perfectly regular, having been conducted according to the laws and usages of war. Had Voltaire lived to-day he would have done to poverty what he did to war. Pitying the poor, he would have shown us poverty as a ridiculous anachronism, and both the ridicule and the pity would have expressed his indignation. Many propagandist satirical books have been written with ""Candide"" in mind, but not too many. To-day, especially, when new faiths are changing the structure of the world, faiths which are still plastic enough to be deformed by every disciple, each disciple for himself, and which have not yet received the final deformation known as universal acceptance, to-day ""Candide"" is an inspiration to every narrative satirist who hates one of these new faiths, or hates every interpretation of it but his own. Either hatred will serve as a motive to satire. That is why the present is one of the right moments to republish ""Candide."" I hope it will inspire younger men and women, the only ones who can be inspired, to have a try at Theodore, or Militarism; Jane, or Pacifism; at So-and-So, the Pragmatist or the Freudian. And I hope, too, that they will without trying hold their pens with an eighteenth century lightness, not inappropriate to a philosophic tale. In Voltaire's fingers, as Anatole France has said, the pen runs and laughs. [Pg xiii] [Pg xvi] [Pg xvii]",-2.1343353944969503
43453,A Pickle for the Knowing Ones,Timothy Dexter,6233," BY LORD TIMOTHY DEXTER, WITH AN Introductory Preface, BY A DISTINGUISHED CITIZEN OF ""OULD NEWBERRY."" ""Not insensible that he must share the common lot, Dexter, many years before his death, prepared himself a tomb. It was the basement story of his summer-house, magnificently fitted, and open to the light of day. His coffin, made of the best mahogany which he could find, superbly lined, and adorned with silver handles, he kept in a room of the house, and took great pleasure in exhibiting it to visitors—at other times it was locked up. Soon after his death apparatus was prepared, Dexter got up a mock funeral, which with all but his family and a few associates was to pass as real. Various people in the town were invited by card, who came and found the family clad in mourning, and preparations for the funeral going forward. The burial service was read by a wag, who then pronounced a bombastic eulogy upon the deceased. The mourners moved in procession to the tomb in the garden, the coffin was deposited, and they returned to the large hall, where a sumptuous entertainment was provided. While the feast was going on, a loud noise attracted the guests to the kitchen, where they beheld the arisen Lord caning his wife for not having shed a tear during the ceremony! He entered the hall with the astonished mourners, in high spirits, joined in the rout, threw money from the window to the crowd of boys, and expressed his satisfaction with every thing except the indifference of his wife, and the silence of the bells."" Lord Dexter died at his house, on the 26th of October, 1806, in his 60th year, and by direction of the Board of Health, his remains were interred in the common burying place. His grave is marked by a simple stone. The Dexter mansion, is yet standing, and is a very fine tenement, but retains few traces of the whims of its late proprietor. Of the images, upwards of forty in number, only the three Presidents now remain, the others having been cast down by the resistless hand of time. Some of them were blown down in the great gale of September, 1815, and were sold at auction. The cut fronting the Biography gives a very excellent and faithful representation of Lord Dexter in his walking habits, and the likeness of the dog is equally perfect. The dog was perfectly black and the skin as entirely free from hair as that of an elephant. He differed as much from other dogs as did his master and his friend, the poet, differ from other people. The likenesses of all three were drawn with great accuracy by James Aiken, Esq. now a resident of Philadelphia, and could the patron and the poet be seen in proper person, dressed in the costume of that day, they would be objects of great curiosity. But they are gone, and of each it may be truly said, We ne'er shall look upon his like again. TIMOTHY DEXTER",-1.7860564730949515
829,Gulliver's Travels into Several Remote Nations of the World,Jonathan Swift,6222," The author of these Travels, Mr. Lemuel Gulliver, is my ancient and intimate friend; there is likewise some relation between us on the mother’s side. About three years ago, Mr. Gulliver growing weary of the concourse of curious people coming to him at his house in Redriff, made a small purchase of land, with a convenient house, near Newark, in Nottinghamshire, his native country; where he now lives retired, yet in good esteem among his neighbours. Although Mr. Gulliver was born in Nottinghamshire, where his father dwelt, yet I have heard him say his family came from Oxfordshire; to confirm which, I have observed in the churchyard at Banbury in that county, several tombs and monuments of the Gullivers. Before he quitted Redriff, he left the custody of the following papers in my hands, with the liberty to dispose of them as I should think fit. I have carefully perused them three times. The style is very plain and simple; and the only fault I find is, that the author, after the manner of travellers, is a little too circumstantial. There is an air of truth apparent through the whole; and indeed the author was so distinguished for his veracity, that it became a sort of proverb among his neighbours at Redriff, when any one affirmed a thing, to say, it was as true as if Mr. Gulliver had spoken it. By the advice of several worthy persons, to whom, with the author’s permission, I communicated these papers, I now venture to send them into the world, hoping they may be, at least for some time, a better entertainment to our young noblemen, than the common scribbles of politics and party. This volume would have been at least twice as large, if I had not made bold to strike out innumerable passages relating to the winds and tides, as well as to the variations and bearings in the several voyages, together with the minute descriptions of the management of the ship in storms, in the style of sailors; likewise the account of longitudes and latitudes; wherein I have reason to apprehend, that Mr. Gulliver may be a little dissatisfied. But I was resolved to fit the work as much as possible to the general capacity of readers. However, if my own ignorance in sea affairs shall have led me to commit some mistakes, I alone am answerable for them. And if any traveller hath a curiosity to see the whole work at large, as it came from the hands of the author, I will be ready to gratify him. As for any further particulars relating to the author, the reader will receive satisfaction from the first pages of the book. RICHARD SYMPSON. Thus much I thought proper to tell you in relation to yourself, and to the trust I reposed in you. I find likewise that your printer has been so careless as to confound the times, and mistake the dates, of my several voyages and returns; neither assigning the true year, nor the true month, nor day of the month: and I hear the original manuscript is all destroyed since the publication of my book; neither have I any copy left: however, I have sent you some corrections, which you may insert, if ever there should be a second edition: and yet I cannot stand to them; but shall leave that matter to my judicious and candid readers to adjust it as they please. The author gives some account of himself and family. His first inducements to travel. He is shipwrecked, and swims for his life, gets safe on shore in the country of Lilliput; is made a prisoner, and carried up the country.",-2.6845194055312973
158,Emma,Jane Austen,6114," Emma Woodhouse, handsome, clever, and rich, with a comfortable home and happy disposition, seemed to unite some of the best blessings of existence; and had lived nearly twenty-one years in the world with very little to distress or vex her. She was the youngest of the two daughters of a most affectionate, indulgent father; and had, in consequence of her sister’s marriage, been mistress of his house from a very early period. Her mother had died too long ago for her to have more than an indistinct remembrance of her caresses; and her place had been supplied by an excellent woman as governess, who had fallen little short of a mother in affection. The real evils, indeed, of Emma’s situation were the power of having rather too much her own way, and a disposition to think a little too well of herself; these were the disadvantages which threatened alloy to her many enjoyments. The danger, however, was at present so unperceived, that they did not by any means rank as misfortunes with her. Sorrow came—a gentle sorrow—but not at all in the shape of any disagreeable consciousness.—Miss Taylor married. It was Miss Taylor’s loss which first brought grief. It was on the wedding-day of this beloved friend that Emma first sat in mournful thought of any continuance. The wedding over, and the bride-people gone, her father and herself were left to dine together, with no prospect of a third to cheer a long evening. Her father composed himself to sleep after dinner, as usual, and she had then only to sit and think of what she had lost. The event had every promise of happiness for her friend. Mr. Weston was a man of unexceptionable character, easy fortune, suitable age, and pleasant manners; and there was some satisfaction in considering with what self-denying, generous friendship she had always wished and promoted the match; but it was a black morning’s work for her. The want of Miss Taylor would be felt every hour of every day. She recalled her past kindness—the kindness, the affection of sixteen years—how she had taught and how she had played with her from five years old—how she had devoted all her powers to attach and amuse her in health—and how nursed her through the various illnesses of childhood. A large debt of gratitude was owing here; but the intercourse of the last seven years, the equal footing and perfect unreserve which had soon followed Isabella’s marriage, on their being left to each other, was yet a dearer, tenderer recollection. She had been a friend and companion such as few possessed: intelligent, well-informed, useful, gentle, knowing all the ways of the family, interested in all its concerns, and peculiarly interested in herself, in every pleasure, every scheme of hers—one to whom she could speak every thought as it arose, and who had such an affection for her as could never find fault. How was she to bear the change?—It was true that her friend was going only half a mile from them; but Emma was aware that great must be the difference between a Mrs. Weston, only half a mile from them, and a Miss Taylor in the house; and with all her advantages, natural and domestic, she was now in great danger of suffering from intellectual solitude. She dearly loved her father, but he was no companion for her. He could not meet her in conversation, rational or playful. The evil of the actual disparity in their ages (and Mr. Woodhouse had not married early) was much increased by his constitution and habits; for having been a valetudinarian all his life, without activity of mind or body, he was a much older man in ways than in years; and though everywhere beloved for the friendliness of his heart and his amiable temper, his talents could not have recommended him at any time. Her sister, though comparatively but little removed by matrimony, being settled in London, only sixteen miles off, was much beyond her daily reach; and many a long October and November evening must be struggled through at Hartfield, before Christmas brought the next visit from Isabella and her husband, and their little children, to fill the house, and give her pleasant society again. Highbury, the large and populous village, almost amounting to a town, to which Hartfield, in spite of its separate lawn, and shrubberies, and name, did really belong, afforded her no equals. The Woodhouses were first in consequence there. All looked up to them. She had many acquaintance in the place, for her father was universally civil, but not one among them who could be accepted in lieu of Miss Taylor for even half a day. It was a melancholy change; and Emma could not but sigh over it, and wish for impossible things, till her father awoke, and made it necessary to be cheerful. His spirits required support. He was a nervous man, easily depressed; fond of every body that he was used to, and hating to part with them; hating change of every kind. Matrimony, as the origin of change, was always disagreeable; and he was by no means yet reconciled to his own daughter’s marrying, nor could ever speak of her but with compassion, though it had been entirely a match of affection, when he was now obliged to part with Miss Taylor too; and from his habits of gentle selfishness, and of being never able to suppose that other people could feel differently from himself, he was very much disposed to think Miss Taylor had done as sad a thing for herself as for them, and would have been a great deal happier if she had spent all the rest of her life at Hartfield. Emma smiled and chatted as cheerfully as she could, to keep him from such thoughts; but when tea came, it was impossible for him not to say exactly as he had said at dinner, “Poor Miss Taylor!—I wish she were here again. What a pity it is that Mr. Weston ever thought of her!”",-1.570490138567521
113,The Secret Garden,Frances Hodgson Burnett,5921," When Mary Lennox was sent to Misselthwaite Manor to live with her uncle everybody said she was the most disagreeable-looking child ever seen. It was true, too. She had a little thin face and a little thin body, thin light hair and a sour expression. Her hair was yellow, and her face was yellow because she had been born in India and had always been ill in one way or another. Her father had held a position under the English Government and had always been busy and ill himself, and her mother had been a great beauty who cared only to go to parties and amuse herself with gay people. She had not wanted a little girl at all, and when Mary was born she handed her over to the care of an Ayah, who was made to understand that if she wished to please the Mem Sahib she must keep the child out of sight as much as possible. So when she was a sickly, fretful, ugly little baby she was kept out of the way, and when she became a sickly, fretful, toddling thing she was kept out of the way also. She never remembered seeing familiarly anything but the dark faces of her Ayah and the other native servants, and as they always obeyed her and gave her her own way in everything, because the Mem Sahib would be angry if she was disturbed by her crying, by the time she was six years old she was as tyrannical and selfish a little pig as ever lived. The young English governess who came to teach her to read and write disliked her so much that she gave up her place in three months, and when other governesses came to try to fill it they always went away in a shorter time than the first one. So if Mary had not chosen to really want to know how to read books she would never have learned her letters at all. One frightfully hot morning, when she was about nine years old, she awakened feeling very cross, and she became crosser still when she saw that the servant who stood by her bedside was not her Ayah. “Why did you come?” she said to the strange woman. “I will not let you stay. Send my Ayah to me.” The woman looked frightened, but she only stammered that the Ayah could not come and when Mary threw herself into a passion and beat and kicked her, she looked only more frightened and repeated that it was not possible for the Ayah to come to Missie Sahib. There was something mysterious in the air that morning. Nothing was done in its regular order and several of the native servants seemed missing, while those whom Mary saw slunk or hurried about with ashy and scared faces. But no one would tell her anything and her Ayah did not come. She was actually left alone as the morning went on, and at last she wandered out into the garden and began to play by herself under a tree near the veranda. She pretended that she was making a flower-bed, and she stuck big scarlet hibiscus blossoms into little heaps of earth, all the time growing more and more angry and muttering to herself the things she would say and the names she would call Saidie when she returned. “Pig! Pig! Daughter of Pigs!” she said, because to call a native a pig is the worst insult of all. She was grinding her teeth and saying this over and over again when she heard her mother come out on the veranda with someone. She was with a fair young man and they stood talking together in low strange voices. Mary knew the fair young man who looked like a boy. She had heard that he was a very young officer who had just come from England. The child stared at him, but she stared most at her mother. She always did this when she had a chance to see her, because the Mem Sahib—Mary used to call her that oftener than anything else—was such a tall, slim, pretty person and wore such lovely clothes. Her hair was like curly silk and she had a delicate little nose which seemed to be disdaining things, and she had large laughing eyes. All her clothes were thin and floating, and Mary said they were “full of lace.” They looked fuller of lace than ever this morning, but her eyes were not laughing at all. They were large and scared and lifted imploringly to the fair boy officer’s face. “Is it so very bad? Oh, is it?” Mary heard her say. “Awfully,” the young man answered in a trembling voice. “Awfully, Mrs. Lennox. You ought to have gone to the hills two weeks ago.” The Mem Sahib wrung her hands.",-0.4619554213998735
1934,"Songs of Innocence, and Songs of Experience",William Blake,5886," Transcribed from the 1901 R. Brimley Johnson edition by David Price, email ccx074@pglaf.org BY WILLIAM BLAKE  Page Introduction 1 The Shepherd 3 The Echoing Green 4",-0.7579695732787308
